"word","emotion","score"
"segregate","disgust",1
"segregate","negative",1
"segregate","sadness",1
"segregated","negative",1
"seize","fear",1
"seize","negative",1
"seizure","fear",1
"selfish","anger",1
"selfish","disgust",1
"selfish","negative",1
"selfishness","negative",1
"senate","trust",1
"senile","fear",1
"senile","negative",1
"senile","sadness",1
"seniority","positive",1
"seniority","trust",1
"sensational","joy",1
"sensational","positive",1
"sense","positive",1
"senseless","anger",1
"senseless","disgust",1
"senseless","fear",1
"senseless","negative",1
"senseless","sadness",1
"senseless","surprise",1
"sensibility","positive",1
"sensibly","positive",1
"sensual","anticipation",1
"sensual","joy",1
"sensual","negative",1
"sensual","positive",1
"sensual","surprise",1
"sensual","trust",1
"sensuality","anticipation",1
"sensuality","joy",1
"sensuality","positive",1
"sensuous","joy",1
"sensuous","positive",1
"sentence","anger",1
"sentence","anticipation",1
"sentence","disgust",1
"sentence","fear",1
"sentence","negative",1
"sentence","sadness",1
"sentimental","positive",1
"sentimentality","positive",1
"sentinel","positive",1
"sentinel","trust",1
"sentry","trust",1
"separatist","anger",1
"separatist","disgust",1
"separatist","negative",1
"sepsis","fear",1
"sepsis","negative",1
"sepsis","sadness",1
"septic","disgust",1
"septic","negative",1
"sequel","anticipation",1
"sequestration","negative",1
"sequestration","sadness",1
"serene","negative",1
"serene","trust",1
"serenity","anticipation",1
"serenity","joy",1
"serenity","positive",1
"serenity","trust",1
"serial","anticipation",1
"series","trust",1
"seriousness","fear",1
"seriousness","sadness",1
"sermon","positive",1
"sermon","trust",1
"serpent","disgust",1
"serpent","fear",1
"serpent","negative",1
"serum","positive",1
"servant","negative",1
"servant","trust",1
"serve","negative",1
"serve","trust",1
"servile","disgust",1
"servile","fear",1
"servile","negative",1
"servile","sadness",1
"servitude","negative",1
"setback","negative",1
"setback","sadness",1
"settlor","fear",1
"settlor","positive",1
"sever","negative",1
"severance","sadness",1
"sewage","disgust",1
"sewage","negative",1
"sewer","disgust",1
"sewerage","disgust",1
"sewerage","negative",1
"sex","anticipation",1
"sex","joy",1
"sex","positive",1
"sex","trust",1
"shabby","disgust",1
"shabby","negative",1
"shack","disgust",1
"shack","negative",1
"shack","sadness",1
"shackle","anger",1
"shackle","anticipation",1
"shackle","disgust",1
"shackle","fear",1
"shackle","negative",1
"shackle","sadness",1
"shady","fear",1
"shady","negative",1
"shaking","fear",1
"shaking","negative",1
"shaky","anger",1
"shaky","anticipation",1
"shaky","fear",1
"shaky","negative",1
"sham","anger",1
"sham","disgust",1
"sham","negative",1
"shambles","negative",1
"shame","disgust",1
"shame","fear",1
"shame","negative",1
"shame","sadness",1
"shameful","negative",1
"shameful","sadness",1
"shameless","disgust",1
"shameless","negative",1
"shanghai","disgust",1
"shanghai","fear",1
"shanghai","negative",1
"shank","fear",1
"shape","positive",1
"shapely","positive",1
"share","anticipation",1
"share","joy",1
"share","positive",1
"share","trust",1
"shark","negative",1
"sharpen","anger",1
"sharpen","anticipation",1
"shatter","anger",1
"shatter","fear",1
"shatter","negative",1
"shatter","sadness",1
"shatter","surprise",1
"shattered","negative",1
"shattered","sadness",1
"shed","negative",1
"shell","anger",1
"shell","fear",1
"shell","negative",1
"shell","sadness",1
"shell","surprise",1
"shelter","positive",1
"shelter","trust",1
"shelved","negative",1
"shepherd","positive",1
"shepherd","trust",1
"sheriff","trust",1
"shine","positive",1
"shining","anticipation",1
"shining","joy",1
"shining","positive",1
"ship","anticipation",1
"shipwreck","fear",1
"shipwreck","negative",1
"shipwreck","sadness",1
"shit","anger",1
"shit","disgust",1
"shit","negative",1
"shiver","anger",1
"shiver","anticipation",1
"shiver","fear",1
"shiver","negative",1
"shiver","sadness",1
"shock","anger",1
"shock","fear",1
"shock","negative",1
"shock","surprise",1
"shockingly","surprise",1
"shoddy","anger",1
"shoddy","disgust",1
"shoddy","negative",1
"shoot","anger",1
"shoot","fear",1
"shoot","negative",1
"shooter","fear",1
"shooting","anger",1
"shooting","fear",1
"shooting","negative",1
"shopkeeper","trust",1
"shoplifting","anger",1
"shoplifting","disgust",1
"shoplifting","negative",1
"shopping","anticipation",1
"shopping","joy",1
"shopping","positive",1
"shopping","surprise",1
"shopping","trust",1
"shortage","anger",1
"shortage","fear",1
"shortage","negative",1
"shortage","sadness",1
"shortcoming","negative",1
"shortly","anticipation",1
"shot","anger",1
"shot","fear",1
"shot","negative",1
"shot","sadness",1
"shot","surprise",1
"shoulder","positive",1
"shoulder","trust",1
"shout","anger",1
"shout","surprise",1
"shove","anger",1
"shove","negative",1
"show","trust",1
"showy","negative",1
"shrapnel","fear",1
"shrewd","positive",1
"shriek","anger",1
"shriek","fear",1
"shriek","negative",1
"shriek","sadness",1
"shriek","surprise",1
"shrill","anger",1
"shrill","fear",1
"shrill","negative",1
"shrill","surprise",1
"shrink","fear",1
"shrink","negative",1
"shrink","sadness",1
"shroud","sadness",1
"shrunk","negative",1
"shudder","fear",1
"shudder","negative",1
"shun","anger",1
"shun","disgust",1
"shun","negative",1
"shun","sadness",1
"sib","trust",1
"sick","disgust",1
"sick","negative",1
"sick","sadness",1
"sickening","anger",1
"sickening","disgust",1
"sickening","fear",1
"sickening","negative",1
"sickening","sadness",1
"sickly","disgust",1
"sickly","negative",1
"sickly","sadness",1
"sickness","disgust",1
"sickness","fear",1
"sickness","negative",1
"sickness","sadness",1
"signature","trust",1
"signify","anticipation",1
"silk","positive",1
"silly","joy",1
"silly","negative",1
"simmer","anger",1
"simmer","anticipation",1
"simmering","anticipation",1
"simplify","anticipation",1
"simplify","joy",1
"simplify","positive",1
"simplify","surprise",1
"simplify","trust",1
"sin","anger",1
"sin","disgust",1
"sin","fear",1
"sin","negative",1
"sin","sadness",1
"sincere","positive",1
"sincere","trust",1
"sincerity","positive",1
"sinful","anger",1
"sinful","disgust",1
"sinful","fear",1
"sinful","negative",1
"sinful","sadness",1
"sing","anticipation",1
"sing","joy",1
"sing","positive",1
"sing","sadness",1
"sing","trust",1
"singly","positive",1
"singularly","surprise",1
"sinister","anger",1
"sinister","disgust",1
"sinister","fear",1
"sinister","negative",1
"sinner","anger",1
"sinner","disgust",1
"sinner","fear",1
"sinner","negative",1
"sinner","sadness",1
"sinning","disgust",1
"sinning","negative",1
"sir","positive",1
"sir","trust",1
"siren","fear",1
"siren","negative",1
"sissy","negative",1
"sisterhood","anger",1
"sisterhood","positive",1
"sisterhood","sadness",1
"sisterhood","surprise",1
"sisterhood","trust",1
"sizzle","anger",1
"skeptical","negative",1
"sketchy","negative",1
"skewed","anger",1
"skewed","anticipation",1
"skewed","negative",1
"skid","anger",1
"skid","fear",1
"skid","negative",1
"skid","sadness",1
"skilled","positive",1
"skillful","positive",1
"skillful","trust",1
"skip","negative",1
"skirmish","anger",1
"skirmish","negative",1
"sky","positive",1
"slack","negative",1
"slag","negative",1
"slam","anger",1
"slam","fear",1
"slam","negative",1
"slam","surprise",1
"slander","anger",1
"slander","disgust",1
"slander","negative",1
"slanderous","negative",1
"slap","anger",1
"slap","negative",1
"slap","surprise",1
"slash","anger",1
"slate","positive",1
"slaughter","anger",1
"slaughter","disgust",1
"slaughter","fear",1
"slaughter","negative",1
"slaughter","sadness",1
"slaughter","surprise",1
"slaughterhouse","anger",1
"slaughterhouse","disgust",1
"slaughterhouse","fear",1
"slaughterhouse","negative",1
"slaughterhouse","sadness",1
"slaughtering","anger",1
"slaughtering","disgust",1
"slaughtering","fear",1
"slaughtering","negative",1
"slaughtering","sadness",1
"slaughtering","surprise",1
"slave","anger",1
"slave","fear",1
"slave","negative",1
"slave","sadness",1
"slavery","anger",1
"slavery","disgust",1
"slavery","fear",1
"slavery","negative",1
"slavery","sadness",1
"slay","anger",1
"slay","negative",1
"slayer","anger",1
"slayer","disgust",1
"slayer","fear",1
"slayer","negative",1
"slayer","sadness",1
"slayer","surprise",1
"sleek","positive",1
"sleet","negative",1
"slender","positive",1
"slim","positive",1
"slime","disgust",1
"slimy","disgust",1
"slimy","negative",1
"slink","negative",1
"slip","negative",1
"slip","surprise",1
"slop","disgust",1
"slop","negative",1
"sloppy","disgust",1
"sloppy","negative",1
"sloth","disgust",1
"sloth","negative",1
"slouch","negative",1
"slough","negative",1
"slowness","negative",1
"sludge","disgust",1
"sludge","negative",1
"slug","disgust",1
"slug","negative",1
"sluggish","negative",1
"sluggish","sadness",1
"slum","disgust",1
"slum","negative",1
"slump","negative",1
"slump","sadness",1
"slur","anger",1
"slur","disgust",1
"slur","negative",1
"slur","sadness",1
"slush","disgust",1
"slush","negative",1
"slush","surprise",1
"slut","anger",1
"slut","disgust",1
"slut","negative",1
"sly","anger",1
"sly","disgust",1
"sly","fear",1
"sly","negative",1
"smack","anger",1
"smack","negative",1
"small","negative",1
"smash","anger",1
"smash","fear",1
"smash","negative",1
"smashed","negative",1
"smattering","negative",1
"smell","anger",1
"smell","disgust",1
"smell","negative",1
"smelling","disgust",1
"smelling","negative",1
"smile","joy",1
"smile","positive",1
"smile","surprise",1
"smile","trust",1
"smiling","joy",1
"smiling","positive",1
"smirk","negative",1
"smite","anger",1
"smite","fear",1
"smite","negative",1
"smite","sadness",1
"smith","trust",1
"smitten","positive",1
"smoker","negative",1
"smoothness","positive",1
"smother","anger",1
"smother","negative",1
"smudge","negative",1
"smug","negative",1
"smuggle","fear",1
"smuggle","negative",1
"smuggler","anger",1
"smuggler","disgust",1
"smuggler","fear",1
"smuggler","negative",1
"smuggling","negative",1
"smut","disgust",1
"smut","fear",1
"smut","negative",1
"snag","negative",1
"snag","surprise",1
"snags","negative",1
"snake","disgust",1
"snake","fear",1
"snake","negative",1
"snare","fear",1
"snare","negative",1
"snarl","anger",1
"snarl","disgust",1
"snarl","negative",1
"snarling","anger",1
"snarling","negative",1
"sneak","anger",1
"sneak","fear",1
"sneak","negative",1
"sneak","surprise",1
"sneaking","anticipation",1
"sneaking","fear",1
"sneaking","negative",1
"sneaking","trust",1
"sneer","anger",1
"sneer","disgust",1
"sneer","negative",1
"sneeze","disgust",1
"sneeze","negative",1
"sneeze","surprise",1
"snicker","positive",1
"snide","negative",1
"snob","negative",1
"snort","sadness",1
"soak","negative",1
"sob","negative",1
"sob","sadness",1
"sobriety","positive",1
"sobriety","trust",1
"sociable","positive",1
"socialism","disgust",1
"socialism","fear",1
"socialist","anger",1
"socialist","disgust",1
"socialist","fear",1
"socialist","negative",1
"socialist","sadness",1
"soil","disgust",1
"soil","negative",1
"soiled","disgust",1
"soiled","negative",1
"solace","positive",1
"soldier","anger",1
"soldier","positive",1
"soldier","sadness",1
"solid","positive",1
"solidarity","trust",1
"solidity","positive",1
"solidity","trust",1
"solution","positive",1
"solvency","positive",1
"somatic","negative",1
"somatic","surprise",1
"somber","negative",1
"somber","sadness",1
"sonar","anticipation",1
"sonar","positive",1
"sonata","positive",1
"sonnet","joy",1
"sonnet","positive",1
"sonnet","sadness",1
"sonorous","joy",1
"sonorous","positive",1
"soot","disgust",1
"soot","negative",1
"soothe","positive",1
"soothing","joy",1
"soothing","positive",1
"soothing","trust",1
"sorcery","anticipation",1
"sorcery","fear",1
"sorcery","negative",1
"sorcery","surprise",1
"sordid","anger",1
"sordid","disgust",1
"sordid","fear",1
"sordid","negative",1
"sordid","sadness",1
"sore","anger",1
"sore","negative",1
"sore","sadness",1
"sorely","negative",1
"sorely","sadness",1
"soreness","disgust",1
"soreness","negative",1
"soreness","sadness",1
"sorrow","fear",1
"sorrow","negative",1
"sorrow","sadness",1
"sorrowful","negative",1
"sorrowful","sadness",1
"sorter","positive",1
"sortie","fear",1
"sortie","negative",1
"soulless","disgust",1
"soulless","fear",1
"soulless","negative",1
"soulless","sadness",1
"soulmate","fear",1
"soulmate","negative",1
"soundness","anticipation",1
"soundness","joy",1
"soundness","positive",1
"soundness","trust",1
"soup","positive",1
"sour","disgust",1
"sour","negative",1
"sovereign","trust",1
"spa","anticipation",1
"spa","joy",1
"spa","positive",1
"spa","surprise",1
"spa","trust",1
"spacious","positive",1
"spaniel","joy",1
"spaniel","positive",1
"spaniel","trust",1
"spank","anger",1
"spank","fear",1
"spank","negative",1
"spank","sadness",1
"spanking","anger",1
"sparkle","anticipation",1
"sparkle","joy",1
"sparkle","positive",1
"sparkle","surprise",1
"spasm","fear",1
"spasm","negative",1
"spat","anger",1
"spat","negative",1
"spear","anger",1
"spear","anticipation",1
"spear","fear",1
"spear","negative",1
"special","joy",1
"special","positive",1
"specialist","trust",1
"specialize","trust",1
"specie","positive",1
"speck","disgust",1
"speck","negative",1
"spectacle","negative",1
"spectacle","positive",1
"spectacular","anticipation",1
"spectacular","surprise",1
"specter","fear",1
"specter","negative",1
"specter","sadness",1
"spectral","negative",1
"speculation","fear",1
"speculation","negative",1
"speculation","sadness",1
"speculative","anticipation",1
"speech","positive",1
"speedy","positive",1
"spelling","positive",1
"spent","negative",1
"spew","disgust",1
"spice","positive",1
"spider","disgust",1
"spider","fear",1
"spike","fear",1
"spine","anger",1
"spine","negative",1
"spine","positive",1
"spinster","fear",1
"spinster","negative",1
"spinster","sadness",1
"spirit","positive",1
"spirits","anticipation",1
"spirits","joy",1
"spirits","positive",1
"spirits","surprise",1
"spit","disgust",1
"spite","anger",1
"spite","negative",1
"spiteful","anger",1
"spiteful","negative",1
"splash","surprise",1
"splendid","joy",1
"splendid","positive",1
"splendid","surprise",1
"splendor","anticipation",1
"splendor","joy",1
"splendor","positive",1
"splendor","surprise",1
"splinter","negative",1
"split","negative",1
"splitting","negative",1
"splitting","sadness",1
"spoil","disgust",1
"spoil","negative",1
"spoiler","negative",1
"spoiler","sadness",1
"spoke","negative",1
"spokesman","trust",1
"sponge","negative",1
"sponsor","positive",1
"sponsor","trust",1
"spook","fear",1
"spook","negative",1
"spotless","positive",1
"spotless","trust",1
"spouse","joy",1
"spouse","positive",1
"spouse","trust",1
"sprain","negative",1
"sprain","sadness",1
"spree","negative",1
"sprite","fear",1
"sprite","negative",1
"spruce","positive",1
"spur","fear",1
"spurious","disgust",1
"spurious","negative",1
"squall","fear",1
"squall","negative",1
"squall","sadness",1
"squatter","negative",1
"squeamish","disgust",1
"squeamish","fear",1
"squeamish","negative",1
"squelch","anger",1
"squelch","disgust",1
"squelch","negative",1
"squirm","disgust",1
"squirm","negative",1
"stab","anger",1
"stab","fear",1
"stab","negative",1
"stab","sadness",1
"stab","surprise",1
"stable","positive",1
"stable","trust",1
"staccato","positive",1
"stagger","surprise",1
"staggering","negative",1
"stagnant","negative",1
"stagnant","sadness",1
"stain","disgust",1
"stain","negative",1
"stainless","positive",1
"stale","negative",1
"stalemate","anger",1
"stalemate","disgust",1
"stalk","fear",1
"stalk","negative",1
"stall","disgust",1
"stallion","positive",1
"stalwart","positive",1
"stamina","positive",1
"stamina","trust",1
"standing","positive",1
"standoff","anger",1
"standoff","fear",1
"standoff","negative",1
"standstill","anger",1
"standstill","negative",1
"star","anticipation",1
"star","joy",1
"star","positive",1
"star","trust",1
"staring","negative",1
"stark","negative",1
"stark","trust",1
"starlight","positive",1
"starry","anticipation",1
"starry","joy",1
"starry","positive",1
"start","anticipation",1
"startle","fear",1
"startle","negative",1
"startle","surprise",1
"startling","surprise",1
"starvation","fear",1
"starvation","negative",1
"starvation","sadness",1
"starved","negative",1
"starving","negative",1
"stately","positive",1
"statement","positive",1
"statement","trust",1
"stationary","negative",1
"statistical","trust",1
"statue","positive",1
"status","positive",1
"staunch","positive",1
"stave","negative",1
"steadfast","positive",1
"steadfast","trust",1
"steady","surprise",1
"steady","trust",1
"steal","anger",1
"steal","fear",1
"steal","negative",1
"steal","sadness",1
"stealing","disgust",1
"stealing","fear",1
"stealing","negative",1
"stealth","surprise",1
"stealthily","surprise",1
"stealthy","anticipation",1
"stealthy","fear",1
"stealthy","negative",1
"stealthy","surprise",1
"stellar","positive",1
"stereotype","negative",1
"stereotyped","negative",1
"sterile","negative",1
"sterile","sadness",1
"sterility","negative",1
"sterling","anger",1
"sterling","anticipation",1
"sterling","joy",1
"sterling","negative",1
"sterling","positive",1
"sterling","trust",1
"stern","negative",1
"steward","positive",1
"steward","trust",1
"sticky","disgust",1
"stiff","negative",1
"stiffness","negative",1
"stifle","negative",1
"stifled","anger",1
"stifled","fear",1
"stifled","negative",1
"stifled","sadness",1
"stigma","anger",1
"stigma","disgust",1
"stigma","fear",1
"stigma","negative",1
"stigma","sadness",1
"stillborn","negative",1
"stillborn","sadness",1
"stillness","fear",1
"stillness","positive",1
"stillness","sadness",1
"sting","anger",1
"sting","fear",1
"sting","negative",1
"stinging","negative",1
"stingy","anger",1
"stingy","disgust",1
"stingy","fear",1
"stingy","negative",1
"stingy","sadness",1
"stink","disgust",1
"stink","negative",1
"stinking","disgust",1
"stinking","negative",1
"stint","fear",1
"stint","negative",1
"stint","sadness",1
"stocks","negative",1
"stolen","anger",1
"stolen","negative",1
"stomach","disgust",1
"stone","anger",1
"stone","negative",1
"stoned","negative",1
"stools","disgust",1
"stools","negative",1
"stoppage","negative",1
"store","anticipation",1
"store","positive",1
"storm","anger",1
"storm","negative",1
"storming","anger",1
"stormy","fear",1
"stormy","negative",1
"straightforward","positive",1
"straightforward","trust",1
"strained","anger",1
"strained","negative",1
"straits","fear",1
"straits","negative",1
"stranded","negative",1
"stranger","fear",1
"stranger","negative",1
"strangle","anger",1
"strangle","disgust",1
"strangle","fear",1
"strangle","negative",1
"strangle","sadness",1
"strangle","surprise",1
"strategic","positive",1
"strategist","anticipation",1
"strategist","positive",1
"strategist","trust",1
"stray","negative",1
"strength","positive",1
"strength","trust",1
"strengthen","positive",1
"strengthening","joy",1
"strengthening","positive",1
"strengthening","trust",1
"stress","negative",1
"stretcher","fear",1
"stretcher","sadness",1
"stricken","sadness",1
"strife","anger",1
"strife","negative",1
"strike","anger",1
"strike","negative",1
"striking","positive",1
"strikingly","positive",1
"strip","negative",1
"strip","sadness",1
"stripe","negative",1
"stripped","anger",1
"stripped","anticipation",1
"stripped","disgust",1
"stripped","fear",1
"stripped","negative",1
"stripped","sadness",1
"strive","anticipation",1
"stroke","fear",1
"stroke","negative",1
"stroke","sadness",1
"strongly","positive",1
"structural","trust",1
"structure","positive",1
"structure","trust",1
"struggle","anger",1
"struggle","fear",1
"struggle","negative",1
"struggle","sadness",1
"strut","negative",1
"stud","positive",1
"study","positive",1
"stuffy","negative",1
"stumble","negative",1
"stunned","fear",1
"stunned","negative",1
"stunned","surprise",1
"stunted","negative",1
"stupid","negative",1
"stupidity","negative",1
"stupor","negative",1
"sturdy","positive",1
"sty","disgust",1
"sty","negative",1
"subdue","negative",1
"subito","surprise",1
"subject","negative",1
"subjected","negative",1
"subjected","sadness",1
"subjection","negative",1
"subjugation","anger",1
"subjugation","disgust",1
"subjugation","fear",1
"subjugation","negative",1
"subjugation","sadness",1
"sublimation","joy",1
"sublimation","positive",1
"submit","anticipation",1
"subordinate","fear",1
"subordinate","negative",1
"subpoena","negative",1
"subscribe","anticipation",1
"subsidence","negative",1
"subsidence","sadness",1
"subsidy","anger",1
"subsidy","disgust",1
"subsidy","negative",1
"subsist","negative",1
"substance","positive",1
"substantiate","trust",1
"substantive","positive",1
"subtract","negative",1
"subversion","anger",1
"subversion","fear",1
"subversion","negative",1
"subversive","anger",1
"subversive","negative",1
"subversive","surprise",1
"subvert","disgust",1
"subvert","fear",1
"subvert","negative",1
"subvert","sadness",1
"succeed","anticipation",1
"succeed","joy",1
"succeed","positive",1
"succeed","surprise",1
"succeed","trust",1
"succeeding","anticipation",1
"succeeding","joy",1
"succeeding","positive",1
"succeeding","trust",1
"success","anticipation",1
"success","joy",1
"success","positive",1
"successful","anticipation",1
"successful","joy",1
"successful","positive",1
"successful","trust",1
"succinct","positive",1
"succulent","negative",1
"succulent","positive",1
"succumb","negative",1
"suck","negative",1
"sucker","anger",1
"sucker","negative",1
"sudden","surprise",1
"suddenly","surprise",1
"sue","anger",1
"sue","negative",1
"sue","sadness",1
"suffer","negative",1
"sufferer","fear",1
"sufferer","negative",1
"sufferer","sadness",1
"suffering","disgust",1
"suffering","fear",1
"suffering","negative",1
"suffering","sadness",1
"sufficiency","positive",1
"suffocating","disgust",1
"suffocating","fear",1
"suffocating","negative",1
"suffocating","sadness",1
"suffocation","anger",1
"suffocation","fear",1
"suffocation","negative",1
"sugar","positive",1
"suggest","trust",1
"suicidal","anger",1
"suicidal","disgust",1
"suicidal","fear",1
"suicidal","negative",1
"suicidal","sadness",1
"suicide","anger",1
"suicide","fear",1
"suicide","negative",1
"suicide","sadness",1
"suitable","positive",1
"sullen","anger",1
"sullen","negative",1
"sullen","sadness",1
"sultan","fear",1
"sultry","positive",1
"summons","negative",1
"sump","disgust",1
"sun","anticipation",1
"sun","joy",1
"sun","positive",1
"sun","surprise",1
"sun","trust",1
"sundial","anticipation",1
"sundial","trust",1
"sunk","disgust",1
"sunk","fear",1
"sunk","negative",1
"sunk","sadness",1
"sunny","anticipation",1
"sunny","joy",1
"sunny","positive",1
"sunny","surprise",1
"sunset","anticipation",1
"sunset","positive",1
"sunshine","joy",1
"sunshine","positive",1
"superb","positive",1
"superficial","negative",1
"superfluous","negative",1
"superhuman","positive",1
"superior","positive",1
"superiority","positive",1
"superman","joy",1
"superman","positive",1
"superman","trust",1
"superstar","joy",1
"superstar","positive",1
"superstar","trust",1
"superstition","fear",1
"superstition","negative",1
"superstition","positive",1
"superstitious","anticipation",1
"superstitious","fear",1
"superstitious","negative",1
"supplication","positive",1
"supplication","trust",1
"supplies","positive",1
"supply","positive",1
"supported","positive",1
"supporter","joy",1
"supporter","positive",1
"supporter","trust",1
"supporting","positive",1
"supporting","trust",1
"suppress","anger",1
"suppress","fear",1
"suppress","negative",1
"suppress","sadness",1
"suppression","anger",1
"suppression","disgust",1
"suppression","fear",1
"suppression","negative",1
"supremacy","anger",1
"supremacy","anticipation",1
"supremacy","fear",1
"supremacy","joy",1
"supremacy","negative",1
"supremacy","positive",1
"supremacy","surprise",1
"supremacy","trust",1
"supreme","positive",1
"supremely","positive",1
"surcharge","anger",1
"surcharge","negative",1
"surety","positive",1
"surety","trust",1
"surge","surprise",1
"surgery","fear",1
"surgery","sadness",1
"surly","anger",1
"surly","disgust",1
"surly","negative",1
"surmise","positive",1
"surpassing","positive",1
"surprise","fear",1
"surprise","joy",1
"surprise","positive",1
"surprise","surprise",1
"surprised","surprise",1
"surprising","surprise",1
"surprisingly","anticipation",1
"surprisingly","surprise",1
"surrender","fear",1
"surrender","negative",1
"surrender","sadness",1
"surrendering","negative",1
"surrendering","sadness",1
"surrogate","trust",1
"surround","anticipation",1
"surround","negative",1
"surround","positive",1
"surveillance","fear",1
"surveying","positive",1
"survive","positive",1
"susceptible","negative",1
"suspect","fear",1
"suspect","negative",1
"suspense","anticipation",1
"suspense","fear",1
"suspense","surprise",1
"suspension","fear",1
"suspension","negative",1
"suspicion","fear",1
"suspicion","negative",1
"suspicious","anger",1
"suspicious","anticipation",1
"suspicious","negative",1
"swab","negative",1
"swamp","disgust",1
"swamp","fear",1
"swamp","negative",1
"swampy","disgust",1
"swampy","fear",1
"swampy","negative",1
"swarm","disgust",1
"swastika","anger",1
"swastika","fear",1
"swastika","negative",1
"swear","positive",1
"swear","trust",1
"sweat","fear",1
"sweet","anticipation",1
"sweet","joy",1
"sweet","positive",1
"sweet","surprise",1
"sweet","trust",1
"sweetheart","anticipation",1
"sweetheart","joy",1
"sweetheart","positive",1
"sweetheart","sadness",1
"sweetheart","trust",1
"sweetie","positive",1
"sweetness","positive",1
"sweets","anticipation",1
"sweets","joy",1
"sweets","positive",1
"swelling","fear",1
"swelling","negative",1
"swerve","fear",1
"swerve","surprise",1
"swift","positive",1
"swig","disgust",1
"swig","negative",1
"swim","anticipation",1
"swim","fear",1
"swim","joy",1
"swim","positive",1
"swine","disgust",1
"swine","negative",1
"swollen","negative",1
"symbolic","positive",1
"symmetrical","positive",1
"symmetry","joy",1
"symmetry","positive",1
"symmetry","trust",1
"sympathetic","fear",1
"sympathetic","joy",1
"sympathetic","positive",1
"sympathetic","sadness",1
"sympathetic","trust",1
"sympathize","sadness",1
"sympathy","positive",1
"sympathy","sadness",1
"symphony","anticipation",1
"symphony","joy",1
"symphony","positive",1
"symptom","negative",1
"synchronize","anticipation",1
"synchronize","joy",1
"synchronize","positive",1
"synchronize","surprise",1
"synchronize","trust",1
"syncope","fear",1
"syncope","negative",1
"syncope","sadness",1
"syncope","surprise",1
"synergistic","positive",1
"synergistic","trust",1
"synod","positive",1
"synod","trust",1
"synonymous","fear",1
"synonymous","negative",1
"synonymous","positive",1
"synonymous","trust",1
"syringe","fear",1
"system","trust",1
"taboo","disgust",1
"taboo","fear",1
"taboo","negative",1
"tabulate","anticipation",1
"tackle","anger",1
"tackle","surprise",1
"tact","positive",1
"tactics","fear",1
"tactics","trust",1
"taint","negative",1
"taint","sadness",1
"tale","positive",1
"talent","positive",1
"talisman","positive",1
"talk","positive",1
"talons","anger",1
"talons","fear",1
"talons","negative",1
"tandem","trust",1
"tangled","negative",1
"tanned","positive",1
"tantalizing","anticipation",1
"tantalizing","joy",1
"tantalizing","negative",1
"tantalizing","positive",1
"tantalizing","surprise",1
"tantamount","trust",1
"tardiness","negative",1
"tardy","negative",1
"tariff","anger",1
"tariff","disgust",1
"tariff","negative",1
"tarnish","disgust",1
"tarnish","negative",1
"tarnish","sadness",1
"tarry","negative",1
"task","positive",1
"tasteful","positive",1
"tasteless","disgust",1
"tasteless","negative",1
"tasty","positive",1
"taught","trust",1
"taunt","anger",1
"taunt","fear",1
"taunt","negative",1
"taunt","sadness",1
"tawny","disgust",1
"tax","negative",1
"tax","sadness",1
"teach","joy",1
"teach","positive",1
"teach","surprise",1
"teach","trust",1
"teacher","positive",1
"teacher","trust",1
"team","trust",1
"tearful","disgust",1
"tearful","fear",1
"tearful","sadness",1
"tease","anger",1
"tease","anticipation",1
"tease","negative",1
"tease","sadness",1
"teasing","anger",1
"teasing","fear",1
"teasing","negative",1
"technology","positive",1
"tedious","negative",1
"tedium","negative",1
"teeming","disgust",1
"teens","negative",1
"teens","positive",1
"temperance","positive",1
"temperate","trust",1
"tempered","positive",1
"tempest","anger",1
"tempest","anticipation",1
"tempest","fear",1
"tempest","negative",1
"tempest","sadness",1
"tempest","surprise",1
"temptation","negative",1
"tenable","positive",1
"tenacious","positive",1
"tenacity","positive",1
"tenancy","positive",1
"tenant","positive",1
"tender","joy",1
"tender","positive",1
"tender","trust",1
"tenderness","joy",1
"tenderness","positive",1
"tenement","negative",1
"tension","anger",1
"terminal","fear",1
"terminal","negative",1
"terminal","sadness",1
"terminate","sadness",1
"termination","negative",1
"termination","sadness",1
"termite","disgust",1
"termite","negative",1
"terrible","anger",1
"terrible","disgust",1
"terrible","fear",1
"terrible","negative",1
"terrible","sadness",1
"terribly","sadness",1
"terrific","sadness",1
"terror","fear",1
"terror","negative",1
"terrorism","anger",1
"terrorism","disgust",1
"terrorism","fear",1
"terrorism","negative",1
"terrorism","sadness",1
"terrorist","anger",1
"terrorist","disgust",1
"terrorist","fear",1
"terrorist","negative",1
"terrorist","sadness",1
"terrorist","surprise",1
"terrorize","anger",1
"terrorize","fear",1
"terrorize","negative",1
"terrorize","sadness",1
"testament","anticipation",1
"testament","trust",1
"testimony","trust",1
"tetanus","disgust",1
"tetanus","negative",1
"tether","negative",1
"thankful","joy",1
"thankful","positive",1
"thanksgiving","joy",1
"thanksgiving","positive",1
"theft","anger",1
"theft","disgust",1
"theft","fear",1
"theft","negative",1
"theft","sadness",1
"theism","disgust",1
"theism","negative",1
"theocratic","anger",1
"theocratic","fear",1
"theocratic","negative",1
"theocratic","sadness",1
"theocratic","trust",1
"theological","trust",1
"theology","anticipation",1
"theorem","trust",1
"theoretical","positive",1
"theory","anticipation",1
"theory","trust",1
"therapeutic","joy",1
"therapeutic","positive",1
"therapeutic","trust",1
